0.53;3.15
0.02;3.08
-0.60;3.03
-0.93;3.00
-1.29;2.95
-1.75;2.87
-2.24;2.70
-2.69;2.62
-3.04;2.63
-3.13;2.62
-3.24;2.76
-3.27;2.88
-3.34;2.98
-3.40;3.11
-3.02;3.14
-1.05;3.12
0.85;3.11
2.74;3.10
3.88;3.09
4.90;3.09
4.46;3.09
3.19;3.10
1.98;3.12
1.29;3.12
0.59;3.10
-0.06;3.04
-0.70;2.97
-1.34;2.94
-2.10;2.91
-2.04;2.80
-2.35;2.54
-2.94;2.45
-3.42;2.42
-3.72;2.42
-4.04;2.47
-4.20;2.58
-4.30;2.80
-4.24;2.90
-3.96;2.92
-2.30;2.92
-0.20;2.92
1.79;2.92
2.89;2.92
3.66;2.92
3.87;2.92
3.45;2.93
2.54;2.95
1.91;2.96
1.24;2.94
0.37;2.91
-0.01;2.85
-0.32;2.79
-0.56;2.66
-0.60;2.50
-0.61;2.35
-0.54;2.32
-0.38;2.32
-0.14;2.32
0.22;2.40
0.61;2.53
0.97;2.84
0.86;2.95
1.17;2.99
3.28;2.96
5.13;2.96
6.42;2.96
5.92;2.95
6.29;2.95
6.49;2.97
6.27;2.99
5.02;3.03
4.52;3.06
4.00;3.04
3.52;2.97
3.08;2.94
2.41;2.94
1.80;2.91
1.14;2.87
0.97;2.90
0.26;2.88
-0.31;2.89
-0.82;2.89
-1.24;2.91
-1.57;3.04
-1.89;3.20
-2.17;3.55
-2.05;3.76
-0.66;3.70
1.79;3.71
3.68;3.60
3.04;3.55
3.95;3.45
4.22;3.35
3.57;3.34
2.37;3.48
1.42;3.61
0.56;3.42
-0.23;3.20
-0.99;3.12
-1.76;3.10
-2.57;3.06
-3.19;2.98
-4.03;2.96
-4.51;2.87
-4.76;2.83
-4.59;2.82
-4.38;2.83
-4.21;2.85
-4.04;2.93
-3.92;2.96
-3.19;3.05
-0.64;3.08
1.83;3.11
3.55;3.11
3.71;3.10
4.61;3.09
4.32;3.09
3.39;3.11
2.23;3.15
1.45;3.21
0.74;3.19
0.04;3.12
-0.51;3.11
-1.37;3.06
-2.08;3.01
-2.17;2.94
-2.52;2.88
-2.90;2.82
-3.43;2.79
-3.79;2.78
-3.97;2.79
-4.04;2.85
-4.02;2.90
-4.07;2.92
-3.38;3.04
-1.42;3.13
1.08;3.14
3.16;3.14
2.60;3.14
3.56;3.13
3.86;3.13
3.23;3.14
2.08;3.20
1.01;3.27
0.16;3.25
-0.67;3.20
-1.56;3.15
-2.55;3.14
-3.48;3.13
-3.56;3.09
-3.84;3.09
-4.29;3.07
-4.58;3.07
-4.65;3.07
-4.62;3.12
-4.54;3.16
-4.37;3.40
-4.29;4.45
-3.57;4.84
-1.17;5.17
1.16;5.15
2.81;4.99
3.65;4.63
3.92;4.32
3.95;4.78
4.03;4.66
3.40;6.28
3.14;8.11
2.97;5.97
2.85;4.20
2.80;3.40
2.46;3.25
2.41;3.16
2.40;3.10
2.47;3.06
2.50;3.04
2.50;3.04
2.48;3.04
2.48;3.07
2.45;3.13
2.48;3.21
2.53;4.01
3.00;4.17
4.08;3.72
5.30;3.58
6.31;3.40
6.04;3.32
6.48;3.28
6.20;3.25
5.73;3.26
5.24;3.31
5.05;3.31
4.86;3.23
4.72;3.14
4.51;3.07
4.23;3.04
3.96;3.00
3.81;2.96
3.81;2.88
3.84;2.84
3.87;2.83
3.92;2.83
3.93;2.89
4.02;2.96
4.08;3.01
4.23;3.08
4.72;3.09
5.49;3.08
6.29;3.06
6.97;3.05
5.24;3.03
5.47;3.00
5.60;2.99
5.55;3.00
5.22;3.02
5.04;3.03
4.94;3.00
4.86;2.95
4.74;2.90
4.65;2.89
4.60;2.87
4.57;2.78
4.57;2.68
4.53;2.61
4.36;2.59
4.22;2.62
4.07;2.77
3.95;2.87
3.71;2.90
3.44;2.97
3.49;3.01
4.41;3.00
6.46;2.99
7.08;2.97
5.25;2.94
5.66;2.92
5.44;2.91
4.55;2.93
3.38;2.96
2.91;2.98
2.60;2.97
2.30;2.94
2.05;2.88
1.75;2.87
1.47;2.87
1.18;2.82
0.94;2.71
0.82;2.68
0.68;2.66
0.57;2.69
0.53;2.76
0.54;2.78
0.54;2.86
0.52;2.97
0.82;3.00
1.80;2.99
3.54;2.98
5.06;2.97
4.93;2.94
5.84;2.93
6.36;2.91
6.40;2.91
4.95;2.94
4.29;2.96
4.53;2.96
4.29;2.88
4.07;2.83
3.95;2.81
3.92;2.78
4.04;2.74
4.12;2.74
4.24;2.68
4.36;2.66
4.39;2.66
4.34;2.68
4.27;2.74
4.22;2.74
4.19;2.80
4.61;2.85
4.86;2.90
5.29;2.93
5.73;2.93
5.53;2.90
5.88;2.90
6.04;2.89
5.83;2.93
5.30;2.97
4.83;3.00
4.90;2.99
4.57;2.96
4.44;2.90
4.35;2.88
4.27;2.84
4.11;2.78
3.88;2.82
3.76;2.76
3.62;2.73
3.48;2.72
3.30;2.72
3.21;2.76
3.10;2.77
2.99;2.81
3.18;2.85
3.67;2.90
4.10;2.95
4.59;2.95
4.03;2.93
4.28;2.93
4.42;2.94
4.28;2.95
3.76;2.98
1.91;3.00
2.06;2.99
2.46;2.97
2.28;2.96
2.02;2.94
1.68;2.89
1.25;2.81
0.93;2.80
0.54;2.75
0.17;2.72
-0.23;2.75
-0.66;2.82
-1.11;2.88
-1.58;2.96
-2.07;3.03
-2.24;3.05
-2.06;3.04
-1.58;3.02
-0.93;3.00
-1.46;3.00
-0.77;2.99
-0.59;2.99
-0.86;3.00
-2.53;3.02
-4.09;3.06
-4.76;3.03
-5.19;2.98
-5.39;2.96
-5.53;2.94
-5.70;2.88
-5.69;2.84
-5.85;2.89
-6.13;2.88
-6.30;2.87
-6.43;2.88
-6.59;2.93
-6.73;2.95
-6.89;3.03
-7.06;3.38
-6.65;3.88
-5.15;3.60
-3.38;3.51
-1.89;3.36
1.37;3.24
1.85;3.20
1.62;3.14
1.14;3.17
0.13;3.27
-0.69;3.36
-1.42;3.25
-2.04;3.07
-2.66;3.00
-3.09;2.96
-3.23;2.90
-3.32;2.84
-3.37;2.87
-3.38;2.83
-3.38;2.80
-3.23;2.80
-3.09;2.86
-3.02;2.88
-2.93;2.95
-2.98;3.09
-1.92;3.14
0.54;3.10
3.00;3.09
4.62;3.05
4.97;3.03
5.58;3.01
5.40;3.00
4.98;3.01
4.37;3.04
3.53;3.08
3.30;3.05
3.10;2.98
2.94;2.91
2.60;2.89
2.24;2.81
1.88;2.74
1.58;2.70
1.41;2.66
1.20;2.64
1.01;2.63
0.86;2.70
-0.11;2.80
0.61;2.92
0.58;3.10
0.98;3.13
1.56;3.12
2.67;3.12
3.83;3.11
2.27;3.09
2.37;3.09
2.26;3.09
2.21;3.11
1.78;3.14
1.39;3.17
1.29;3.15
1.21;3.07
1.18;2.99
0.90;2.97
0.64;2.91
0.39;2.87
0.14;2.82
-0.09;2.78
-0.37;2.77
-0.65;2.80
-0.97;2.85
-1.18;2.94
-1.40;3.05
-1.62;3.25
-1.34;3.24
-0.14;3.20
0.89;3.19
1.36;3.17
1.21;3.13
1.66;3.10
1.56;3.10
1.49;3.11
1.46;3.16
0.91;3.19
0.48;3.17
-0.42;3.08
-1.20;3.00
-1.84;2.97
-2.49;2.92
-3.02;2.87
-3.13;2.86
-3.61;2.81
-2.99;2.80
-2.85;2.79
-2.87;2.79
-3.15;2.81
-3.08;2.84
-3.09;2.87
-2.59;2.91
-1.25;2.96
0.17;2.98
1.71;2.98
4.31;2.98
5.10;2.96
5.71;2.95
5.91;2.98
5.01;3.02
4.05;3.08
3.18;3.04
2.32;2.99
1.65;2.96
1.52;2.93
1.41;2.90
1.41;2.85
1.41;2.86
1.35;2.79
1.21;2.75
0.62;2.73
0.10;2.72
0.09;2.74
-0.07;2.73
-0.25;2.77
0.15;2.83
1.66;2.88
3.13;2.90
4.44;2.89
3.86;2.88
4.86;2.87
5.24;2.87
5.13;2.89
3.92;2.93
2.85;2.97
2.03;2.96
1.52;2.92
0.99;2.89
0.80;2.87
0.49;2.84
0.25;2.80
0.11;2.74
-0.04;2.70
-0.18;2.70
-0.34;2.77
-0.50;2.86
-0.62;2.95
-0.66;3.04
-0.77;3.21
-0.09;3.24
1.93;3.20
3.57;3.19
4.02;3.18
2.96;3.15
3.57;3.16
4.15;3.14
4.35;3.15
4.03;3.22
3.25;3.34
2.85;3.25
2.56;3.13
2.27;3.09
2.00;3.02
1.70;3.00
1.33;2.93
1.01;2.86
0.70;2.84
0.38;2.85
0.10;2.86
-0.21;2.91
-0.37;3.01
-0.55;3.15
-0.77;3.44
-0.16;3.57
1.57;3.42
3.79;3.40
4.71;3.33
4.95;3.29
5.76;3.27
5.77;3.25
4.87;3.27
4.27;3.44
3.33;3.68
2.84;3.42
2.36;3.20
2.13;3.15
2.31;3.13
2.00;3.05
1.49;3.00
0.97;2.91
0.45;2.89
0.04;2.88
-0.28;2.89
-0.60;2.95
-0.78;3.04
-0.86;3.15
-0.98;3.46
-0.24;3.54
1.56;3.35
4.00;3.30
5.99;3.21
6.60;3.18
7.11;3.18
6.72;3.18
5.85;3.18
5.08;3.23
3.91;3.32
3.28;3.22
2.61;3.14
1.59;3.08
1.00;3.03
0.71;2.98
0.43;2.90
-0.01;2.89
-0.24;2.86
-0.46;2.85
-0.56;2.85
-0.75;2.90
-0.88;2.98
-1.00;3.11
-1.07;3.27
-0.39;3.30
1.68;3.28
4.05;3.28
6.24;3.24
5.14;3.24
5.25;3.25
5.07;3.28
4.73;3.26
3.79;3.29
2.55;3.36
1.75;3.34
1.05;3.25
0.60;3.18
0.39;3.13
0.24;3.07
-0.26;3.00
-0.64;2.99
-0.91;2.96
-1.33;2.95
-1.64;2.96
-1.89;3.02
-2.06;3.12
-2.27;3.24
-2.44;3.40
-1.65;3.46
0.23;3.45
2.36;3.44
3.52;3.37
2.74;3.35
3.38;3.34
3.74;3.33
3.63;3.34
2.27;3.38
1.09;3.56
0.19;3.46
-0.48;3.31
-1.08;3.19
-1.51;3.13
-1.40;3.10
-1.26;3.06
-1.40;3.06
-1.66;3.01
-1.89;2.98
-2.11;2.97
-2.33;2.99
-2.51;3.01
-2.72;3.06
-2.92;3.09
-2.65;3.14
-1.98;3.20
-0.69;3.24
0.27;3.25
-0.17;3.22
0.64;3.22
1.17;3.21
1.26;3.23
0.16;3.32
-1.43;3.38
-2.22;3.37
-2.82;3.32
-3.22;3.21
-3.49;3.17
-3.53;3.13
-3.18;3.08
-2.91;3.09
-2.51;3.06
-2.58;3.03
-2.64;3.01
-2.78;3.01
-2.80;3.03
-2.77;3.07
-2.83;3.11
-2.46;3.12
-1.97;3.17
-1.51;3.19
-0.77;3.20
-0.23;3.19
0.40;3.18
0.65;3.17
0.98;3.18
0.81;3.24
0.43;3.34
0.18;3.33
0.18;3.24
-0.08;3.18
-0.38;3.16
-0.60;3.12
-0.84;3.06
-0.96;3.04
-0.99;2.98
-1.12;2.95
-1.23;2.98
-1.29;3.07
-1.30;3.14
-1.26;3.29
-1.26;3.52
-0.77;3.72
0.52;3.65
1.76;3.52
3.32;3.40
6.02;3.39
6.18;3.39
5.78;3.42
4.84;3.45
3.35;3.50
2.49;3.84
2.39;3.66
2.42;3.40
2.21;3.32
1.97;3.21
1.81;3.16
1.59;3.10
1.48;3.11
1.52;3.09
1.48;3.08
1.51;3.09
1.64;3.13
1.77;3.28
1.86;3.38
1.85;4.01
2.49;4.24
3.20;4.14
3.87;3.99
4.34;3.63
3.36;3.47
3.34;3.49
3.36;3.55
3.25;3.52
2.91;3.74
2.50;4.22
2.37;4.07
2.19;3.56
2.02;3.38
1.82;3.34
1.63;3.29
1.41;3.20
1.27;3.16
1.15;3.13
0.99;3.12
0.88;3.12
0.79;3.18
0.79;3.34
0.81;3.43
0.78;4.39
1.51;4.70
2.34;4.73
3.41;4.64
3.58;4.17
3.24;3.79
2.97;3.84
2.96;3.95
2.82;3.89
2.67;4.18
2.55;5.47
2.55;5.26
2.55;4.18
2.50;3.77
2.51;3.57
2.52;3.38
2.48;3.31
2.44;3.25
2.44;3.23
2.40;3.23
2.37;3.24
2.26;3.32
2.22;3.36
2.14;3.79
2.08;5.01
2.58;6.11
2.73;6.11
3.18;5.81
3.39;4.92
4.29;4.91
4.24;5.01
3.90;4.83
3.67;4.71
3.20;5.01
2.51;5.90
2.24;5.71
1.84;4.19
1.26;3.72
-0.40;3.49
-0.09;3.35
0.59;3.26
0.39;3.31
0.34;3.27
0.25;3.25
0.27;3.24
0.27;3.26
0.31;3.36
0.40;3.57
0.47;4.57
1.09;5.04
1.60;4.70
2.12;4.59
2.66;3.96
2.74;3.78
3.13;3.67
2.98;3.60
2.96;3.58
2.69;3.65
2.27;3.84
2.15;3.82
2.07;3.45
1.99;3.35
1.89;3.32
1.78;3.29
1.58;3.21
1.56;3.19
1.57;3.16
1.32;3.12
1.16;3.11
1.02;3.11
0.91;3.15
0.82;3.18
0.73;3.19
1.19;3.21
1.69;3.26
2.08;3.28
2.93;3.25
1.55;3.22
2.05;3.20
2.24;3.19
2.15;3.20
1.43;3.24
0.10;3.35
1.02;3.35
-0.49;3.29
-1.17;3.24
-1.89;3.23
-1.62;3.21
-1.74;3.18
-1.79;3.11
-2.00;3.07
-2.31;3.01
-2.58;3.00
-2.95;2.95
-3.22;2.96
-3.44;3.00
-3.67;3.05
-3.12;3.14
-2.10;3.21
-0.40;3.23
0.81;3.23
1.10;3.13
1.48;3.07
1.20;3.06
0.65;3.09
-0.13;3.19
-1.03;3.33
-1.67;3.35
-2.24;3.32
-2.60;3.27
-2.98;3.21
-3.31;3.22
-3.74;3.10
-4.21;2.96
-4.74;2.95
-5.27;2.98
-5.73;2.97
-6.03;3.04
-6.21;3.20
-6.28;3.32
-5.88;3.52
-4.29;3.63
-2.58;3.66
-0.69;3.52
0.39;3.37
1.06;3.34
1.60;3.33
2.06;3.31
2.30;3.32
1.83;3.36
0.85;3.45
1.15;3.43
1.00;3.36
0.79;3.30
0.63;3.26
0.52;3.20
0.48;3.14
0.63;3.00
0.73;2.97
0.87;2.99
0.94;2.99
0.95;3.01
0.98;3.14
1.03;3.28
1.09;3.46
1.56;3.72
2.21;3.53
2.97;3.40
3.71;3.34
5.92;3.32
6.57;3.34
7.11;3.34
7.39;3.34
6.96;3.45
5.26;3.87
4.64;3.85
4.24;3.57
4.00;3.35
3.77;3.34
3.63;3.29
3.63;3.20
3.96;3.15
3.99;3.16
4.04;3.16
4.08;3.17
4.30;3.24
4.41;3.29
4.51;3.65
4.80;4.56
5.92;5.09
7.50;4.64
8.36;4.16
8.82;3.48
4.14;3.36
4.78;3.36
4.75;3.43
5.06;3.39
5.16;3.50
5.17;3.76
5.17;3.97
4.94;3.41
4.69;3.31
4.20;3.30
3.92;3.20
3.77;3.10
4.27;3.02
4.67;3.00
4.69;3.00
5.32;3.02
5.82;3.03
5.56;3.12
5.11;3.18
5.02;3.28
5.59;3.29
7.07;3.26
7.97;3.24
8.70;3.19
6.40;3.18
7.79;3.19
8.62;3.19
9.05;3.19
7.94;3.21
5.72;3.26
6.18;3.26
6.27;3.19
6.09;3.14
5.79;3.10
5.61;3.08
5.42;3.00
5.22;2.96
5.23;2.89
5.18;2.88
5.11;2.89
5.27;2.99
5.33;3.08
5.23;3.19
5.30;3.25
6.23;3.32
6.42;3.29
7.60;3.27
7.88;3.22
4.06;3.20
4.55;3.20
4.71;3.19
4.86;3.16
5.16;3.18
4.64;3.21
4.31;3.22
3.50;3.18
2.63;3.10
2.31;3.08
2.76;3.08
3.07;3.04
3.07;3.01
3.18;2.99
3.28;2.94
3.27;2.96
3.35;2.99
3.37;3.02
3.11;3.01
3.70;3.04
4.50;3.07
4.78;3.10
6.00;3.13
8.23;3.11
5.85;3.08
7.04;3.06
8.20;3.02
8.23;3.01
7.01;3.04
5.93;3.09
5.74;3.09
4.19;3.07
4.34;3.00
4.88;2.96
4.47;2.92
4.69;2.82
4.46;2.78
2.68;2.64
2.69;2.61
1.96;2.57
1.42;2.57
0.68;2.56
-0.17;2.60
-0.69;2.61
0.82;2.80
4.08;2.99
6.47;3.00
8.28;3.06
4.46;3.02
4.99;3.04
5.67;3.05
6.03;3.03
5.91;3.08
4.59;3.15
3.68;3.16
3.51;3.13
3.83;3.09
3.62;3.06
3.52;3.00
3.47;2.89
3.31;2.70
3.28;2.63
3.28;2.60
3.32;2.61
3.37;2.72
3.34;2.90
3.35;3.05
3.62;3.12
4.39;3.15
5.64;3.14
8.26;3.13
8.44;3.10
6.11;3.09
7.16;3.09
7.60;3.10
7.58;3.09
6.86;3.11
5.24;3.15
3.95;3.15
3.27;3.10
2.50;3.05
1.69;3.00
1.27;2.94
0.71;2.77
0.41;2.70
0.15;2.62
-0.16;2.59
-0.39;2.55
-0.53;2.63
-0.60;2.84
-0.62;3.04
-0.57;3.15
0.81;3.16
3.14;3.15
5.80;3.13
7.13;3.09
3.70;3.07
4.53;3.08
5.06;3.08
5.24;3.09
4.47;3.16
3.44;3.23
2.44;3.29
0.74;3.22
-0.05;3.18
-0.46;3.15
-0.99;3.07
-1.26;2.99
-1.49;2.86
-1.57;2.69
-1.42;2.67
-1.20;2.67
-0.95;2.75
-0.61;2.84
-0.25;2.98
0.11;3.08
0.70;3.08
1.34;3.06
1.95;3.05
2.40;3.02
2.71;3.00
3.02;3.00
3.38;3.00
3.67;2.99
3.76;3.00
3.40;3.05
3.30;3.06
3.15;3.02
3.03;2.93
2.91;2.87
2.76;2.76
2.56;2.64
2.29;2.61
2.03;2.51
1.78;2.45
1.40;2.51
1.10;2.68
0.88;2.77
0.69;3.03
0.56;3.11
0.87;3.18
0.97;3.21
1.19;3.24
1.66;3.22
1.87;3.18
1.99;3.17
2.21;3.12
2.39;3.08
2.21;3.09
1.97;3.19
1.77;3.26
1.54;3.19
1.40;3.05
1.28;3.01
1.15;2.93
1.03;2.78
0.87;2.83
0.72;2.73
0.55;2.71
0.36;2.72
0.22;2.81
0.19;2.94
0.23;3.07
0.48;3.26
0.97;3.33
1.43;3.31
1.96;3.28
2.39;3.22
2.35;3.16
2.71;3.11
3.07;3.09
3.31;3.07
3.34;3.10
3.05;3.16
3.05;3.23
3.00;3.17
2.87;3.11
2.78;3.10
2.72;3.08
2.55;3.05
2.38;3.01
2.24;3.00
2.22;2.99
2.20;3.00
2.18;3.01
2.12;3.01
2.12;3.07
2.43;3.07
3.40;3.10
4.62;3.13
6.22;3.12
7.78;3.10
2.92;3.01
3.03;2.96
3.22;2.95
3.33;2.96
2.74;3.01
2.21;3.10
2.03;3.10
1.93;3.07
1.89;2.99
1.81;2.96
1.83;2.93
1.72;2.85
1.66;2.85
1.56;2.79
1.34;2.73
1.08;2.73
0.68;2.74
0.23;2.78
-0.23;2.84
-0.36;2.88
0.16;2.91
0.52;2.93
1.04;2.98
1.74;2.97
2.10;2.95
2.37;2.94
2.54;2.92
2.74;2.91
2.48;2.95
1.89;3.05
1.18;3.15
0.63;3.09
0.08;3.01
-0.47;2.99
-0.97;2.96
-1.41;2.87
-1.77;2.88
-2.10;2.81
-2.36;2.78
-2.58;2.79
-2.74;2.85
-2.84;3.03
-2.91;3.17
-2.77;3.26
-2.31;3.30
-1.75;3.29
-0.99;3.27
-0.34;3.19
-0.36;3.10
0.19;3.08
0.56;3.08
0.78;3.10
0.47;3.15
-0.71;3.24
-1.96;3.25
-2.92;3.16
-4.20;3.05
-5.39;2.95
-5.91;2.87
-5.36;2.76
-4.63;2.74
-4.08;2.64
-3.77;2.62
-3.44;2.58
-3.11;2.66
-2.89;2.78
-2.62;2.97
-2.08;3.09
-1.07;3.14
0.21;3.12
0.99;3.09
1.42;3.05
1.50;3.05
1.85;3.06
2.12;3.07
2.15;3.08
2.02;3.10
1.72;3.24
1.42;3.27
1.34;3.19
1.30;3.10
1.10;3.08
0.45;3.03
-0.30;2.96
-0.63;2.88
-0.70;2.86
-0.71;2.79
-0.64;2.78
-0.52;2.88
-0.40;2.99
-0.38;3.10
-0.26;3.21
-0.31;3.23
-0.39;3.23
-0.23;3.22
-0.11;3.19
1.38;3.08
1.38;3.04
1.39;3.05
1.09;3.09
0.59;3.15
-0.99;3.23
-3.82;3.32
-5.47;3.24
-6.40;3.21
-7.27;3.15
-8.05;3.10
-8.79;2.99
-9.39;2.96
-9.97;2.92
-10.41;2.76
-8.87;2.76
-5.96;2.86
-4.38;2.98
-3.28;3.12
-2.43;3.28
-0.83;3.35
0.46;3.23
1.32;3.21
2.01;3.20
1.16;3.17
1.55;3.13
1.65;3.08
1.52;3.07
1.15;3.07
-0.49;3.20
-3.07;3.32
-2.75;3.21
-1.94;3.12
-1.61;3.05
-0.79;2.97
0.13;2.90
0.88;2.91
1.52;2.88
0.87;2.87
0.74;2.91
0.54;2.98
0.46;3.07
0.61;3.17
1.26;3.26
2.02;3.31
2.51;3.29
2.83;3.25
3.17;3.22
2.94;3.20
3.61;3.17
4.56;3.15
5.41;3.14
5.47;3.18
5.19;3.29
4.97;3.48
4.84;3.28
4.91;3.20
5.16;3.17
5.52;3.13
5.91;3.08
5.82;3.12
5.67;3.02
5.41;2.99
5.02;2.88
4.99;2.86
4.77;2.97
3.75;2.91
2.84;3.00
2.33;3.09
2.22;3.13
2.31;3.14
2.93;3.10
2.19;3.08
2.13;3.05
2.06;3.03
1.93;3.02
1.69;3.05
1.15;3.10
0.63;3.15
0.30;3.09
0.13;3.06
0.06;3.04
0.06;3.01
0.10;2.91
0.18;2.93
0.18;2.86
0.02;2.83
-0.12;2.80
-0.25;2.77
-0.38;2.79
-0.42;2.81
-0.07;2.85
0.47;2.93
0.83;3.01
1.12;3.00
1.35;2.99
1.14;3.01
1.47;2.97
1.78;2.94
2.02;2.94
2.08;2.96
2.01;3.07
1.18;3.25
1.13;3.30
0.83;3.24
0.52;3.16
0.26;3.12
0.15;3.05
0.15;3.03
0.16;2.96
0.15;2.89
0.10;2.81
0.00;2.93
-0.23;3.07
-0.35;3.30
0.32;3.83
0.68;4.00
0.85;3.88
1.20;3.51
1.56;3.38
0.95;3.35
0.90;3.30
0.91;3.29
1.11;3.26
1.16;3.25
0.84;3.42
0.58;3.67
0.59;3.34
0.73;3.24
0.90;3.22
1.02;3.15
0.75;3.10
0.67;3.08
0.51;3.01
0.30;3.00
0.21;3.01
0.03;3.08
-0.30;3.23
-0.42;3.50
0.02;4.38
0.40;4.88
0.58;4.88
0.80;4.78
0.97;4.74
1.18;4.46
1.46;4.33
1.67;4.17
1.84;3.92
1.96;3.83
1.51;4.72
0.44;4.95
-1.17;4.46
-2.56;3.71
-3.39;3.54
-3.24;3.40
-2.74;3.25
-2.39;3.22
-1.88;3.15
-1.26;3.11
-1.00;3.09
-0.76;3.08
-0.70;3.17
-0.59;3.43
-0.22;3.92
0.39;4.09
1.37;3.82
2.16;3.46
2.46;3.36
2.62;3.28
2.76;3.26
2.81;3.25
2.85;3.23
2.85;3.22
3.01;3.27
3.33;3.31
3.36;3.28
3.41;3.24
3.34;3.14
3.15;3.11
3.06;3.01
3.59;2.99
4.23;2.97
4.57;2.95
4.52;2.95
4.77;2.96
4.79;3.09
4.71;3.26
4.57;3.36
4.43;3.52
4.36;3.41
4.41;3.39
4.55;3.34
4.88;3.30
5.40;3.28
6.08;3.26
6.74;3.26
6.89;3.26
6.06;3.31
5.64;3.36
5.66;3.27
5.79;3.20
5.48;3.20
5.35;3.09
5.27;2.97
5.16;2.89
5.14;2.87
5.21;2.84
4.82;2.85
4.47;2.91
4.14;3.01
4.08;3.18
5.44;3.25
5.69;3.32
5.91;3.25
7.49;3.24
7.26;3.21
3.51;3.14
4.68;3.12
4.93;3.12
5.08;3.15
4.94;3.19
4.54;3.28
3.66;3.43
3.11;3.28
2.87;3.23
2.87;3.20
2.95;3.19
3.04;3.16
3.12;3.08
3.06;3.00
2.97;2.96
2.92;2.92
2.94;2.89
2.83;2.95
2.90;3.07
3.58;3.10
4.08;3.14
4.97;3.19
5.65;3.17
6.29;3.12
3.38;3.08
3.40;2.98
3.83;2.95
4.49;2.96
4.82;3.04
4.59;3.19
3.94;3.28
3.69;3.23
3.32;3.13
2.84;3.10
2.54;3.08
2.12;2.97
1.32;2.89
0.34;2.74
-0.64;2.68
-1.52;2.65
-2.13;2.68
-2.60;2.76
-3.19;2.78
-3.60;2.81
-3.78;2.88
