price;temperature;load
3.054;1;2.650949392
2.981;0.9;2.67014799
2.955;1;2.649372186
2.915;0.9;2.669327629
2.808;0.7;2.677946324
2.438;0.7;2.63172059
2.278;0.7;2.662433843
2.205;0.6;2.690701034
2.21;0.1;2.771239647
2.36;-0.6;2.703977405
2.588;-0.6;2.693634203
2.89;0;2.807061002
3.024;-0.2;2.809984931
3.06;-0.1;2.825567778
3.029;-0.4;2.791674359
3.03;-1.2;2.720711512
3.026;-1.8;2.653599289
3.028;-1.8;2.653640196
3.027;-1.7;2.664646936
2.96;-1.6;2.674537764
2.993;-1.8;2.652990023
3.176;-2.2;2.61181561
3.09;-2.7;2.555159482
3.026;-3.1;2.510768783
2.913;-3.2;2.499779007
2.86;-2.5;2.575116735
2.791;-2.4;2.586030941
2.627;-2.1;2.588291632
2.429;-1.7;2.603479947
2.217;-1.8;2.636497392
1.807;-2;2.693150053
1.738;-2.1;2.697268405
1.743;-2.6;2.664838892
2.349;-2.4;2.574332001
2.498;-2.5;2.539378727
2.97;-2.9;2.53255311
3.07;-3.3;2.488712228
3.301;-3.4;2.450860328
3.606;-3.2;2.382391066
3.555;-2.9;2.252729506
3.498;-2.4;2.023867499
3.491;-2.2;1.914439031
3.163;-2.1;2.008417147
3.391;-2.1;1.950573043
3.688;-2.2;1.808101627
3.721;-2;1.788470396
3.607;-2.2;1.842521219
3.608;-1.8;1.835126759
2.988;-1.8;2.068378475
2.95;-1.6;2.125262064
2.943;-1.3;2.154421854
2.921;-1.3;2.183077337
2.883;-1.2;2.218938174
2.915;-0.9;2.249491712
2.901;-0.4;2.294609375
2.909;-0.2;2.351091336
2.909;0.3;2.525232559
2.925;0.9;2.669450559
3.064;2;2.453966981
3.412;2.3;2.392298872
4.115;2.2;2.403310602
4.441;2.4;2.358598914
4.439;2.4;2.358613623
4.405;2.4;2.358863206
4.402;2;2.446324864
4.111;2.1;2.425037402
4.105;2;2.44713685
4.097;2;2.447158382
4.103;1.9;2.468710666
4.379;1.8;2.490530305
4.755;1.9;2.467636422
4.409;1.9;2.468215518
3.479;2;2.451276412
3.138;1.9;2.472478271
3.112;1.7;2.511410048
3.078;1.6;2.531228327
2.992;1.4;2.569594585
2.982;1;2.649668767
2.898;1.2;2.60907782
2.864;1.3;2.58868988
2.85;1.2;2.608707206
2.861;1.2;2.608791531
2.874;1.2;2.608891652
2.949;1.2;2.609479255
2.977;1.3;2.589412545
3.059;1.4;2.570182208
3.101;1.5;2.550764896
3.16;1.6;2.53157337
3.159;1.7;2.511482282
3.114;1.8;2.491813773
3.096;1.2;2.61130223
3.097;1.2;2.611317144
3.147;1.3;2.591337825
3.39;1.3;2.594430086
3.535;1.3;2.596377063
3.447;1;2.659313537
3.198;0.6;2.73876543
3.157;0.7;2.715834352
3.066;0.5;2.751702392
3.025;0.2;2.794528989
2.955;0.1;2.800300346
2.902;-0.3;2.779945319
2.854;-0.5;2.752878356
2.733;-0.7;2.712899771
2.709;-0.9;2.691017942
2.733;-1.2;2.670380852
2.87;-1.4;2.67923749
2.909;-1.6;2.671768291
2.933;-1.7;2.663249782
3.055;-1.7;2.665263596
3.194;-1.7;2.668394553
3.206;-1.5;2.691310712
3.215;-1.5;2.691546539
3.195;-1.7;2.668417508
3.17;-1.9;2.64536855
3.15;-2.4;2.589087228
3.17;-2.8;2.544564948
3.282;-3.5;2.465588205
3.702;-3.7;2.35610789
3.484;-4.2;2.04174245
3.275;-4.9;1.967637566
3.218;-5;1.995710021
3.194;-5.5;2.00454105
3.172;-6;2.014297049
3.111;-6.6;2.03787132
3.101;-6.7;2.039754394
3.093;-6.2;2.039518148
3.09;-6.1;2.040004018
3.093;-5.4;2.035088872
3.134;-4.9;2.018704649
3.395;-4.6;1.922597064
5.593;-3.7;0.946670483
6.004;-3.2;1.880984308
5.99;-3;0.948336612
5.628;-2.8;1.829009889
6.006;-2.2;0.94932794
5.814;-1.9;1.728196713
5.704;-2;1.044740291
6.061;-2.1;1.635527619
6.103;-2.4;1.168498783
5.871;-2.5;1.528103856
8.738;-2.7;1.379988104
11.712;-3;1.816325591
8.284;-3.1;1.111278908
5.64;-3;1.648794818
3.98;-3.3;1.680542308
3.396;-3.1;1.941809609
3.201;-3.2;1.994307932
3.111;-3.2;2.030408328
3.101;-3.7;2.035743
3.061;-4.1;2.044435405
3.065;-4.4;2.040697941
3.068;-4.5;2.038644795
3.112;-5;2.026523763
3.267;-5.5;1.975452206
3.834;-5.7;1.741388964
4.824;-6;1.334998855
4.931;-6.1;1.715132225
4.225;-5.3;1.556587146
4.175;-4.6;1.608907716
3.826;-4.3;1.76877734
3.828;-3.5;1.750006681
3.829;-3;1.747990393
3.839;-1.8;1.73579641
4.343;-0.5;1.435006436
3.897;-0.5;1.721209431
3.836;-0.3;1.73068711
3.835;-0.3;1.730376239
3.135;-0.1;2.018738826
3.076;0.1;2.096576227
3.056;0.2;2.154521939
3.008;0.3;2.217929054
2.971;0.5;2.283909703
2.901;0.7;2.41203337
2.858;0.9;2.660228249
2.845;1.1;2.628233911
2.854;1.1;2.628315334
2.913;1.2;2.60919506
3.201;1.2;2.612890378
3.819;1.1;2.645454245
4.667;0.9;2.703423369
4.268;1;2.675178495
3.746;1.2;2.621919993
3.496;1.3;2.595845544
3.435;1.5;2.553138477
3.425;1.7;2.511908972
3.215;1.8;2.49170156
3.212;2;2.453042228
3.307;1.9;2.471838926
3.253;1.8;2.49165854
3.195;1.8;2.491724024
3.295;1.7;2.511696548
2.982;1.9;2.473014767
2.931;2.1;2.43562322
2.927;2.1;2.435641722
2.908;2.1;2.435729216
2.724;2.1;2.436544234
2.589;2;2.460468946
2.73;1.7;2.511030143
2.714;1.6;2.530293025
2.742;1.6;2.530350219
2.835;1.6;2.530544589
2.911;1.6;2.530708648
3.264;1.6;2.53202211
3.425;1.7;2.511908972
3.2;1.8;2.491718419
3.128;1.8;2.4917984
3.052;1.7;2.511319144
2.982;1.5;2.550022345
2.965;1.3;2.589334276
2.957;1.5;2.549931466
2.953;1.7;2.51120312
3.042;1.9;2.472828685
3.139;1.9;2.472474573
3.064;2.1;2.434748143
3.012;1.9;2.472936366
2.953;2.2;2.416859472
2.887;2.3;2.398996035
2.879;2.6;2.344781143
2.874;2.3;2.399089205
2.841;1.8;2.492028021
2.723;1.3;2.587831182
2.726;0.6;2.678154008
2.711;0;2.774156865
2.734;-0.5;2.731045758
2.79;-0.7;2.723383926
2.853;-0.9;2.717085061
3.668;-1.3;2.728501883
3.843;-1.1;2.759745202
3.786;-0.9;2.782840815
3.692;-0.6;2.816934802
3.392;0;2.879387433
3.331;0.2;2.831628428
3.417;0.3;2.812980959
3.393;0.2;2.834162919
3.387;0.4;2.790002392
4.404;0.5;2.797015403
3.849;0.5;2.784624315
3.847;0.5;2.784544055
3.622;0.5;2.775809514
2.89;0.8;2.678804875
2.836;0.7;2.682851198
2.828;0.1;2.77815912
2.811;-0.4;2.75444836
2.769;-0.8;2.710768061
2.764;-1.3;2.667893615
2.715;-1.7;2.630923191
2.69;-1.8;2.619596998
2.693;-1.9;2.613562378
2.722;-1.7;2.632208199
2.774;-2;2.621781938
2.777;-1.9;2.628819772
2.824;-1.7;2.650431249
2.88;-1.4;2.680938529
2.917;-0.9;2.728058927
2.952;-0.3;2.788471475
2.951;0.4;2.74962034
2.929;0.6;2.713825689
2.909;0.6;2.710476401
2.906;-0.1;2.799956424
2.951;-0.6;2.760387692
2.99;-1;2.731495085
3.094;-1.5;2.688423818
3.036;-1.6;2.675897135
2.982;-1.7;2.663837765
2.931;-1.7;2.663226023
2.897;-0.5;2.76037391
2.854;0.2;2.765607281
2.813;0.7;2.678827393
2.857;1.6;2.530591586
2.808;1;2.638968308
2.778;0.9;2.64624811
2.771;0.9;2.644997721
2.775;0.8;2.658817516
2.802;1;2.637915011
2.805;0.9;2.651029926
2.844;0.9;2.657822577
2.875;1.1;2.628506425
2.929;1.8;2.491978254
2.96;2.6;2.343868227
2.959;3.2;2.282415009
2.953;3.2;2.283872524
2.952;3;2.296688015
2.952;2.7;2.326142015
2.962;2.4;2.380400099
2.998;2.1;2.435308946
3.07;1.6;2.531195068
3.053;1;2.650929229
2.995;0.7;2.709383595
2.965;0.3;2.768014427
2.953;0;2.81791818
2.904;-0.4;2.770860451
2.805;-0.4;2.753361721
2.816;-0.3;2.764739481
2.692;-0.1;2.7606852
2.635;-0.2;2.739864216
2.713;-0.3;2.74560335
2.844;-0.4;2.760364255
3.163;-0.3;2.821991201
3.848;-0.1;2.888331425
4.832;0.1;2.902783033
4.447;0.2;2.870084233
4.199;0.4;2.818198516
3.845;0.3;2.830948155
3.846;1;2.668810159
3.842;0.8;2.715288333
3.841;0.8;2.715256063
3.992;0.9;2.696253324
4.507;0.8;2.72638636
4.505;0.9;2.701695787
3.991;1.1;2.649268277
3.844;1.3;2.600806296
2.991;1.2;2.609815939
2.955;0.3;2.766350009
2.935;-0.1;2.804944374
2.885;-0.1;2.796295793
2.845;0.1;2.781210212
2.904;0.2;2.774339704
2.893;-0.2;2.787963063
2.893;0.1;2.789678412
2.903;-0.2;2.789699438
2.953;0.4;2.749953013
2.971;0.2;2.785681882
4.37;0.3;2.844647328
6.105;0.2;2.875897937
4.92;0;2.930203703
4.887;-0.4;2.873866898
4.802;-1.1;2.777235749
4.593;-1.2;2.760911201
4.092;-1.3;2.741296982
4.048;-1.6;2.70238545
4.696;-2.2;2.630475085
6.106;-2.7;2.565225864
6.892;-3.4;2.473751099
7.442;-4.1;2.315412396
6.495;-4.7;1.795171959
3.399;-5.3;1.944527007
3.034;-6.1;2.066821182
2.991;-6.6;2.073024441
2.908;-6.6;2.096984704
2.858;-6.3;2.107767657
2.884;-5.9;2.097151222
2.847;-5.8;2.108290613
2.818;-5.7;2.115109541
2.819;-5.6;2.115781235
2.882;-4.9;2.10876228
3.052;-3.8;2.072508642
3.909;-3.4;1.719528027
4.554;-3.3;1.298030302
3.903;-3.2;1.764252648
3.728;-3.2;1.796215956
3.766;-3.1;1.775025377
3.39;-3;1.936758582
3.408;-2.9;1.915583168
3.199;-2.6;1.994147235
3.142;-2.3;2.033538933
3.582;-2;1.883606031
3.553;-2.2;1.857331411
3.37;-2.2;1.933577062
3.678;-2;1.810975477
2.989;-1.7;2.069377465
2.919;-1.3;2.138478372
2.893;-1;2.189477549
2.822;-0.5;2.264444318
2.737;0;2.359231598
2.61;0;2.514208122
2.552;0.9;2.603598403
2.532;1;2.587134246
2.537;1.2;2.56487613
2.746;1.7;2.51104207
2.835;2.3;2.399365922
3.008;2.5;2.361436919
3.902;2.7;2.301758465
3.219;2.7;2.320293232
3.186;2.8;2.303049412
3.225;3;2.26438883
3.292;3.3;2.205979407
3.16;3.4;2.207504456
3.292;3.4;2.187355612
3.689;3.3;2.190487716
4.424;3.3;2.169800464
4.823;3.2;2.183803319
4.826;3.1;2.204520858
4.429;3.1;2.210703304
3.101;3.1;2.249686146
2.996;2.6;2.343453044
2.981;2.2;2.416689718
2.921;2.1;2.435669422
2.883;1.8;2.49200448
2.852;2;2.454837667
2.813;1.9;2.473336781
2.807;1.6;2.530485344
2.83;1.2;2.608554799
2.869;1.1;2.628451669
2.958;1;2.649404983
3.459;1;2.659583539
4.509;0.5;2.798667703
4.626;0.6;2.77595636
4.504;2.1;2.423504718
4.459;3.4;2.148769943
4.098;4.2;2.000636237
3.787;4.7;1.926469717
3.325;4.4;2.074277022
3.298;2.9;2.144622109
4.131;2.5;2.235086947
3.786;1.7;2.382825533
3.696;1;2.665110101
3.783;0.2;2.851151688
3.108;-0.1;2.833116414
3.007;-0.4;2.788112648
2.988;0.4;2.755717265
2.953;0.1;2.799963202
2.889;0.3;2.755138567
2.884;-0.1;2.796120452
2.847;-0.2;2.779855776
2.825;0.5;2.711675266
2.814;-0.1;2.783612592
2.818;0.2;2.759175723
2.842;0.5;2.714669194
2.867;0.8;2.674901436
2.891;1;2.648681637
2.935;1.1;2.629061074
2.971;1.3;2.589373365
2.989;1.5;2.550047952
2.989;1.6;2.530882144
2.987;1.6;2.530877629
2.975;1.7;2.511221008
2.965;1.7;2.511212858
2.989;1.5;2.550047952
3.063;1.9;2.472752796
3.149;2;2.453440376
3.097;1.8;2.491832362
3.018;1.6;2.530980597
2.975;1.5;2.549996809
2.955;1.2;2.609527012
2.908;1.3;2.588967492
2.872;1.2;2.608876216
2.882;1.1;2.628570468
2.822;1.1;2.628027108
2.787;1.1;2.62323608
2.772;1.2;2.608119363
2.768;1.3;2.588100249
2.779;1.4;2.568551166
2.776;1.4;2.568537072
2.802;1.3;2.588306607
2.86;1;2.647964754
2.89;0.7;2.692111973
2.934;0.8;2.686143339
2.923;0.8;2.684324522
2.893;0.8;2.679310593
2.887;0.7;2.691604295
2.885;0.6;2.706410364
2.897;0.7;2.693293459
2.955;0.6;2.718127008
2.993;0;2.824622091
2.982;0.4;2.754736813
2.943;0.9;2.669673055
2.897;0.8;2.679983658
2.885;0.9;2.664819335
2.862;0.9;2.660912427
2.811;0.7;2.678475238
2.732;0.6;2.679262681
2.746;0.7;2.666831487
2.739;0.4;2.712291003
2.8;0.5;2.707224167
2.873;0.5;2.720060836
2.971;0.6;2.720744503
3.103;0.7;2.714269109
3.338;0.7;2.721252801
3.471;0.5;2.770257853
3.318;1.2;2.614714278
3.39;1;2.658043405
3.46;1.8;2.491416138
3.415;2.2;2.411734396
3.41;2;2.451745349
3.246;2.1;2.433127781
3.49;2.3;2.391111167
4.093;2.2;2.403419042
4.537;2.2;2.401182357
3.788;2.2;2.406879704
3.217;2.3;2.395157788
3.121;2.3;2.39651022
3.058;2.1;2.434800225
3.01;2.2;2.416463098
2.962;2.1;2.435478838
2.878;2.1;2.435866056
2.865;1.7;2.511133085
2.866;1.3;2.588702396
2.875;0.8;2.676264434
2.94;0.6;2.715652735
3.02;0.3;2.777009479
3.38;-0.1;2.866324281
4.085;-0.2;2.884620793
4.491;0.1;2.895409637
4.496;0.3;2.846961721
4.307;0.6;2.771355381
4.208;0.8;2.722884432
3.849;0.9;2.692050741
4.058;0.9;2.697077641
3.716;0.6;2.756286359
4.163;0.2;2.864560715
4.496;0.1;2.895515801
4.686;-0.1;2.910909638
4.503;-0.3;2.879697231
3.352;-0.4;2.827907006
3.177;-0.4;2.814535133
3.141;-0.6;2.790524765
3.053;-0.8;2.758965592
3.001;-1.1;2.724756604
2.925;-1.1;2.712326742
2.899;-1;2.7164195
2.891;-0.9;2.723645318
2.901;-0.5;2.761062537
2.962;-0.4;2.780692987
3.142;-0.4;2.809299792
4.205;-0.3;2.873729914
4.526;-0.4;2.866641676
4.819;-0.4;2.872484227
5.072;-0.2;2.903654691
4.957;0.2;2.88043514
3.278;0.1;2.850107647
3.192;0.2;2.820270121
4.406;0.1;2.893613535
4.459;0;2.919530673
3.757;-0.1;2.883820406
4.765;-0.1;2.912681665
5;-0.2;2.904036451
4.475;-0.3;2.879128444
3.257;-0.2;2.845402283
3.086;-0.4;2.80070405
3.033;-0.4;2.792317339
2.983;-0.3;2.793643579
2.899;0.5;2.724515772
2.903;0.7;2.694302716
2.873;0.6;2.704358058
2.86;0.5;2.71781046
2.864;0.6;2.702810353
2.915;0.5;2.727227074
2.988;0.5;2.73930868
3.472;0.5;2.770293843
4.242;0.3;2.842327601
3.792;0.5;2.782355446
3.797;0.2;2.851797377
3.831;-0.3;2.861508457
3.285;-1;2.752369879
3.27;-1.7;2.670157134
3.502;-1.8;2.663991084
3.836;-2;2.647452895
4.068;-1.8;2.677096935
4.488;-1.3;2.746323403
4.763;-1.1;2.776656931
4.549;-0.6;2.840152297
3.331;-0.4;2.827061942
3.2;-0.6;2.797646001
3.153;-0.7;2.783217387
3.084;-0.5;2.79103123
3.006;-0.3;2.797425082
3;-0.1;2.815844442
2.97;-0.1;2.810861416
2.96;0;2.819101915
2.968;-0.1;2.810526312
3.026;-0.2;2.810309131
3.358;0;2.877854355
4.835;0;2.928195148
4.722;-0.1;2.911715253
4.831;-0.2;2.900304164
4.927;-0.3;2.888523728
4.903;-0.3;2.888013172
4.202;-0.2;2.886998761
3.472;-0.2;2.857848589
4.025;0.1;2.88575926
4.813;0.2;2.877454328
4.436;0.5;2.797517021
4.708;0.6;2.777164375
5.008;0.6;2.781524255
4.831;0.6;2.778996359
3.411;0.7;2.72351637
3.2;0.8;2.696386877
3.136;0.9;2.673523489
3.099;1;2.651862325
3.068;0.8;2.692904656
3.084;0.8;2.693320152
3.038;0.9;2.67125274
3.014;0.9;2.670705669
3.003;0.8;2.69123491
3.021;0.7;2.711935442
3.04;0.6;2.731777775
3.074;0.7;2.713437903
3.106;0.8;2.693894391
3.154;0.7;2.715746791
3.239;0.7;2.71825568
3.302;0.8;2.69916501
3.311;0.9;2.677731809
3.271;0.9;2.67675201
3.255;0.9;2.676363109
3.236;0.8;2.697358501
3.279;0.8;2.698531727
3.367;0.7;2.722146485
3.437;0.7;2.724333862
3.398;0.5;2.767657686
3.366;0.8;2.700948642
3.265;0.7;2.719034868
3.194;0.2;2.820563844
3.145;0.5;2.759041456
3.09;0.4;2.771903098
3.1;0.3;2.789618433
3.085;0.3;2.787296664
3.064;0.2;2.800757642
3.043;-0.2;2.813050453
3.047;-0.4;2.794556657
3.062;-0.7;2.769307837
3.09;-1.1;2.734252483
3.143;-1.4;2.700920125
3.139;-1.7;2.667141607
3.188;-1.9;2.645724267
3.216;-2.3;2.601153345
3.229;-2.6;2.567482602
3.21;-3;2.522297975
3.201;-3.3;2.488511919
3.191;-3.2;2.473529468
3.196;-3.2;2.439602237
3.28;-3.1;2.372734634
3.379;-2.9;2.234967371
3.373;-3.2;2.02433383
3.291;-4;1.961558416
3.193;-4.4;2.001859121
3.176;-4.4;2.004289847
3.125;-4.6;2.0229678
3.074;-4.8;2.039825597
3.059;-5.1;2.044987804
3.002;-4.9;2.062436699
2.982;-4.8;2.066425078
3.01;-4.3;2.066635557
3.092;-4.8;2.031188569
3.382;-5;1.928779233
4.202;-5.3;1.537971796
4.609;-5.3;1.466720483
4.628;-5.7;1.546097122
4.898;-6;1.498496688
4.65;-6.4;1.576626431
4.201;-6.2;1.627836855
3.501;-5.7;1.91875744
3.993;-5.6;1.663884695
4.328;-6.2;1.524629189
4.4;-6.8;1.601227541
4.444;-7.9;1.626906107
5.311;-8.3;1.614010944
4.994;-9.1;1.688714541
4.204;-10;1.734329625
3.331;-10.6;2.040655833
3.213;-11.1;2.02671175
3.162;-11.5;2.047941626
3.102;-11.8;2.068144924
3.111;-12.5;2.067664116
3.096;-12.5;2.072689941
3.09;-12.7;2.075459465
3.094;-12.7;2.073899956
3.143;-13.2;2.060745742
4.795;-13.4;1.601105373
4.976;-13.4;2.226880064
5.981;-13.4;1.385359918
5.513;-12.3;2.424983325
5.622;-10.8;0.92065819
4.97;-9;2.727450204
4.507;-8;1.827887306
4.049;-8.6;1.697949338
4.727;-8.6;1.585858664
4.699;-8.7;1.696057586
4.605;-9.5;1.667430284
4.729;-10.5;1.785068706
6.386;-11.2;1.723172367
6.1;-11.4;1.808105057
4.479;-11.5;1.734658086
3.789;-11.5;1.949102684
3.533;-11.6;1.934135775
3.304;-11.5;2.005913084
3.188;-11.2;2.038966873
3.154;-10.8;2.045398918
3.124;-11;2.056207861
3.116;-10.6;2.055587555
3.119;-10.4;2.053442477
3.177;-10.8;2.036250288
3.833;-11;1.780705752
5.001;-11.8;1.765017248
5.25;-11.7;1.774782745
6.751;-9.9;1.62705173
6.101;-7.6;1.567284483
5.747;-5.5;1.448395055
5.009;-4.1;1.419559207
4.501;-4.2;1.471861395
4.911;-3.9;1.393974708
4.676;-4.1;1.471344058
4.69;-5.9;1.555023123
5.149;-5.7;1.465304619
7.02;-7;1.672155681
7.019;-7.2;1.508148607
5.006;-8.2;1.727522062
4.374;-9.1;1.616617916
4.05;-9.1;1.791138028
3.552;-8.8;1.905403165
3.317;-9.2;1.989438028
3.249;-8.9;2.005161323
3.234;-10.5;2.018756333
3.225;-10.5;2.020758644
3.237;-11.4;2.021875105
3.324;-12.1;1.995026281
4.199;-12.7;1.674435306
5.012;-12.5;1.997051328
5.717;-11.3;1.491516032
6.542;-10.1;1.983382413
6.491;-9.2;1.339708369
6.467;-8.4;1.98461402
5.114;-7.7;1.194543289
5.019;-6.3;1.912803924
5.583;-6.4;1.1809374
5.072;-6.8;1.991064888
5;-7.7;1.184879943
5.713;-8;2.139676672
6.874;-8.5;1.087647836
6.204;-8.5;2.352115058
4.535;-8.4;1.310802162
3.955;-8;2.0004037
3.66;-8.7;1.840474421
3.358;-8.7;1.976470022
3.263;-8.3;1.997701965
3.308;-8.1;1.978261218
3.267;-8;1.994331795
3.243;-7.9;2.000962453
3.231;-8.2;2.006421823
3.255;-8.3;1.99795805
3.834;-8.4;1.757967146
4.708;-8.1;1.490200298
5.305;-8.7;1.810944046
5.896;-8.2;1.441357679
5.305;-8.3;1.82910087
5.305;-7.7;1.374760288
4.442;-7.5;1.844689616
4.163;-7.1;1.594697966
4.135;-6.8;1.677347202
